分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
行业分析,光大证券-游戏行业跟踪研究报告：25M5行业维持较高景气度，展望暑期重点新品密集进展-250627,"事件：25年6月20日，作为中国游戏产业研究院战略合作伙伴，伽马数据公布25M5中国游戏产业市场规模、中国自研游戏出海市场规模等跟踪数据。
　　本土：中国游戏市场延续较高景气度...",付天姿，赵越,买入,5,2025-06-27,li***4,3,2025-06-29 01:10:56,,
行业分析,财通证券-汽车行业小米YU7上市点评：定价25.35万元起，1小时大定突破28.9万台-250627,"核心观点
　　事件：2025年6月26日，小米YU7正式上市，小米YU7定价25.35万元，小米YU7 Pro定价27.99万元，小米YU7 Max定价32.99万元。
　　强...",邢重阳，李渤,看好,2,2025-06-27,ol***a,3,2025-06-29 01:10:56,,
行业分析,东方证券-机械设备行业机器人产业跟踪：Optimus Gen3即将亮相，量产节奏释放积极信号，有望驱动板块持续上行！-250627,"核心观点
　　马斯克官宣Optimus Gen3即将登场，产业并非是“推倒重来”的颠覆重构，而是“整装再出发”的迭代升级。尽管近期板块受市场情绪及短期事件扰动呈现较大波动，但我...",杨震，丁昊,看好,6,2025-06-27,huxu******526,3,2025-06-29 01:10:56,,
行业分析,江海证券-汽车行业：小米YU7订单超预期，重视产业链零部件标的-250627,"事件：
　　6月26日，小米集团举行米人车家全生态发布会，本次发布会新品颇多，包括小米YU7、小折旗舰MIXFlip 2、AI眼镜，以及可穿戴设备。汽车方面，小米YU7标准版2...",张诗瑶,增持,3,2025-06-27,t**z,3,2025-06-29 01:10:56,,
行业分析,东吴证券-2025H2汽车行业投资策略：破旧立新-250627,2025H1汽车行业复盘总结：汽车基本面韧性依然足，AI成长风格标的表现超出预期。因以旧换新政策1月很好衔接背景下，汽车各子版块上半年基本面兑现总体是符合预期的，个别子领域有...,黄细里,,71,2025-06-27,stev******988,3,2025-06-29 01:10:56,,
行业分析,五矿证券-汽车行业特斯拉Robotaxi跟踪（一）：首“秀”波澜不惊，长期优势明显-250627,"事件描述
　　6月22日，在德州奥斯汀的限定区域，特斯拉将10多台Model Y开放了有安全员的Robotaxi运营服务，对象为受邀用户20多人，这是特斯拉Robotaxi的首...",顾思捷，张娜威,看好,4,2025-06-27,xie****ui,3,2025-06-29 01:10:56,,
行业分析,爱建证券-啤酒行业跟踪报告：啤酒进入消费旺季，燕京啤酒U8放量-250627,"投资要点：
　　啤酒进入消费旺季，行业有望回暖。随着气温升高，啤酒消费进入旺季，啤酒行业具备多重利好，行业有望回暖。1）啤酒销量同比增速有望改善。2024年，啤酒行业整体受到餐...",范林泉,强于大市,4,2025-06-27,kfz****01,3,2025-06-29 01:10:56,,
行业分析,国联民生证券-非银行业：券商加速布局虚拟资产交易服务的图景扫描-250627,"当前稳定币交易额已超过Visa
　　根据Artemis数据，截至2025年5月初，稳定币市场总规模约为2472亿美元。稳定币平均滚动调整交易额达2.29万亿美元，分别约为Vis...",刘雨辰，耿张逸,强于大市,24,2025-06-27,哼***,3,2025-06-29 01:10:56,,
行业分析,东兴证券-农林牧渔行业：宠物618战报出炉，国产品牌持续霸榜-250627,618收官，宠物消费表现强劲。电商平台618购物节收官，各家平台陆续披露宠物类目618战绩，今年大促周期进一步拉长。根据星图监测数据显示，2025年618期间综合电商平台累积销...,程诗月,看好,10,2025-06-27,w**p,3,2025-06-29 01:10:56,,
行业分析,中山证券-2025年汽车行业年中展望：内销出口双轮驱动，智能驾驶长坡厚雪-250618,"◎投资要点：
　　SW汽车跑赢沪深300指数。汽车板块震荡调整的主要原因有：1）2024年板块强势表现得到延续，继续跑赢沪深300；2）年初行业库存压力较大，销售端需要通过价格...",王曦,,21,2025-06-27,z**u,3,2025-06-29 01:10:56,,
行业分析,东兴证券-石油石化行业油服工程：全球油气上游资本开支仍将保持较高景气度，带动油服工程盈利增长-250627,"2024年以来至2025第一季度，海外通胀减缓，国内经济缓慢修复，油服工程板块盈利表现亮眼。
　　2024年以来，美国通胀压力有所减缓，CPI同比上涨幅度逐步下降，截至年底低于...",莫文娟,看好,11,2025-06-27,4**8,3,2025-06-29 01:10:56,,
行业分析,中山证券-电子行业周报：小米华为TWS耳机国内市场份额提高-250626,"投资要点：
　　●长鑫存储市场份额有望继续提高。市场分析机构Counterpoint预测称，DRAM内存企业长鑫存储今年将在去年大幅增产的基础上产能进一步同比增长近50%；而到...",葛淼,,10,2025-06-27,jiao******012,3,2025-06-29 01:10:56,,
行业分析,东莞证券-汽车行业双周报：小米YU7正式发布，特斯拉Robotaxi自动驾驶开启服务-250627,申万汽车行业指数涨跌幅：截至2025年6月26日，申万汽车板块近两周下跌1.66%，跑输沪深300指数3.04个百分点，在申万31个行业中排名第24名；申万汽车板块从6月初至今...,刘梦麟,超配,14,2025-06-27,w33****00,3,2025-06-29 01:10:56,,
行业分析,山西证券-202506光伏行业月度报告：5月光伏新增装机同比增长388%，组件、逆变器出口额环比增长-250627,"投资要点：
　　国内光伏新增装机：受抢装影响，5月新增装机同、环比持续高速增长。根据国家能源局数据，2025年5月国内光伏新增装机92.9GW，同比+388.0%，环比+105...",肖索，贾惠淋,同步大市-A,11,2025-06-27,dzh****98,3,2025-06-29 01:10:56,,
行业分析,58安居客研究院-房地产行业：城市更新|中央财政支持城市更新？钱并不好拿-250627,“城市更新”是今年上半年的一个政策热点，也是下阶段新型城镇化建设的重要发力点。5月份中共中央办公厅、国务院办公厅发布了《关于持续推进城市更新行动的意见》，明确了城市更新行动路线...,,,3,2025-06-27,wen****34,3,2025-06-29 01:10:56,,
行业分析,58安居客研究院-房地产行业：好房子|得房率破局！多城放宽阳台等计容规则，购房者利好解析-250627,"在房地产市场中，得房率始终是购房者关注的核心焦点。
　　当房价处于高位运行时，每提升1%的得房率都意味着购房成本的实质性降低与居住空间的拓展。
　　无论是刚需群体计算首付与使用...",,,8,2025-06-27,jial******077,3,2025-06-29 01:10:56,,
行业分析,高工氢电产业研究所-绿氢行业：2025中国绿氢产业发展蓝皮书-250627,"国家及地方氢能产业政策
　　2024年11月8日，《中华人民共和国能源法》正式发布，首次将氢能明确纳入能源管理体系。作为我国能源领域的基础性、统领性法律，能源法明确国家将积极有...",,,84,2025-06-27,che****ru,3,2025-06-29 01:10:56,,
行业分析,财信证券-电力设备行业点评：出海布局海工基地、半年报业绩预增，继续看好风电设备下半年行情-250626,广大特材：预告2025年上半年实现净利润约2亿元，同增368%。经财务部门初步核算，预计公司2025年半年度实现营收25亿元左右，同比+32.91%；预计实现归母净利润2亿元左...,袁玮志,领先大市,2,2025-06-27,123****rd,3,2025-06-29 01:10:56,,
行业分析,奥纬咨询-航空行业：史基浦机场的安全革命重新定义了航空旅行安全（英译中）-250627,安检是机场的一项基础且往往是耗时最长的活动，是保障旅客安全的第一道防线。在新冠疫情的背景下，全球机场在应对后疫情恢复的复杂局面时面临前所未有的挑战。其中，作为欧洲第三大机场的阿...,弗朗切斯科·巴斯蒂亚，提图斯·泽尔特克鲁斯,,20,2025-06-27,hjs****ai,3,2025-06-29 01:10:56,,
投资策略,国信证券-多元资产配置系列：红利资产替代能否破局低利率？-250628,低利率环境下，红利资产可以对债券形成较好补充，但考虑风险收益特征后难以完全平替。1）收益率视角：历史上利率下台阶阶段，红利资产赔率抬升，当前红利低波股息率在6%以上，10年期国...,陈凯畅，王开,,24,2025-06-28,zc***0,1,2025-06-29 01:10:59,,
投资策略,华西证券-估值周报：最新A股、港股、美股估值怎么看？-250628,"风险提示
　　政策效果不及预期
　　企业盈利不及预期
　　海外黑天鹅事件（政治风险、主权评级下调等）
　　市场波动过大...",李立峰，冯逸华,,38,2025-06-28,xue****ng,1,2025-06-29 01:10:59,,
投资策略,华金证券-七月继续震荡，风格偏均衡-250628,A股7月表现偏震荡，主要受基本面、政策和外部事件、流动性等因素影响。（1）2010年以来15年中有8次上证综指7月上涨。（2）影响A股7月走势的主要因素是基本面、政策和外部事...,邓利军,,15,2025-06-28,mu***n,1,2025-06-29 01:10:59,,
投资策略,光大证券-策略周专题（2025年6月第4期）：2025年上半年市场回顾，蓄势跃升-250628,"本周A股收涨
　　本周A股收涨。本周A股主要宽基指数均收涨，创业板指、中证500等指数涨幅靠前，上证50、上证指数涨幅靠后。从市场风格来看，本周主要风格指数均收涨，小盘成长、中...",张宇生，郭磊,,19,2025-06-28,嫩**狗,1,2025-06-29 01:10:59,,
投资策略,华西证券-海外策略周报：英伟达高管月内多次减持，港股走势分化-250628,全球市场一周主要观点:受以色列和伊朗地缘问题暂时缓和的消息提振，本周多数市场出现反弹，但是地缘问题对于大多数市场走势不能起到决定性作用，估值、经济基本面、货币政策等等核心因素对...,王一棠,,12,2025-06-28,il***y,1,2025-06-29 01:10:59,,
投资策略,东吴证券-策略周评：指数突破新高后，市场怎么走？-250628,"近期市场呈现三大现象
　　现象一：沪指“三连阳”创年内新高后，资金急于寻找理由，但找到的理由似乎都不足以解释这轮上涨。
　　现象二：上周（6/16-6/20，下同）路演交流中，...",陈刚，蒋珺逸,,6,2025-06-28,毛**永,1,2025-06-29 01:10:59,,
投资策略,东吴证券-每周主题、产业趋势交易复盘和展望：“科技自立自强”，重视自主可控-250628,"大盘表现
　　本周全A日均成交1.49万亿，较上周放量超2700亿
　　本周市场风格表现
　　本周小盘风格、成长风格占优
　　市值风格：以滚动30个交易日的相对收益表现看，小盘...",陈刚,,19,2025-06-28,pxd****06,1,2025-06-29 01:10:59,,
投资策略,太平洋证券-策略日报：强弱-250627,"大类资产跟踪
　　利率债震荡上行。今日股跌债涨，但股市未跌破强弱支撑前（周一低点），仍以股市趋势上涨，债市震荡调整来看待。股市方面上证指数放量突破颈线压制，且呈均线排列结构，虽...",张冬冬，徐梓铭,,13,2025-06-28,bsm****03,1,2025-06-29 01:10:59,,
投资策略,国信证券-北交所专题：流动性显著改善，市场认可度不断提升-250627,"核心观点
　　北证A股上市公司业绩整体情况。2024年，北证A股营业收入合计1819.81亿元，归母净利润合计112.56亿元。近三年来，北证A股的营收合计水平均维持在1800...",王学恒，陶鹂春,,21,2025-06-27,a59****42,1,2025-06-29 01:10:59,,
投资策略,华宝证券-跨国多元化配置探析系列之一：在波动中筑盾，于机遇处执矛-250627,本文我们以沪深300全收益指数代表A股，标普500全收益指数（以人民币计价）作为海外资产的代表，发现无论是2025年以来，还是近五年累计来看，在组合中纳入美股有效提升了整体组合...,蔡梦苑，刘芳,,8,2025-06-27,hoy****dy,1,2025-06-29 01:10:59,,
投资策略,国联民生证券-主动型基金如何选择业绩比较基准？-250627,"当前国内面临的业绩比较基准发展格局
　　欧美成熟市场和国内监管机构均对基金产品的业绩比较基准进行了相应的规定，在业绩比较基准的必要性、适用性和规范性等方面存在一定共识。国内业绩...",邓宇林，包承超，吴安东,,29,2025-06-27,liw****11,1,2025-06-29 01:10:59,,
投资策略,国金证券-政策与战略专题报告：量子科技，产业革命核心赛道，投资风口将至-250626,"基本内容
　　量子技术是大国科技竞争的核心赛道，已连续三年被写入政府工作报告，政策引导下，中国政府持续加大投入力度，2024年相关投入超20亿美元，位居全球首位。
　　1、量子...",夏昌盛，樊志远，杨佳妮,,34,2025-06-27,coo****63,1,2025-06-29 01:10:59,,
投资策略,国金证券-2025年权益中期投资策略：新的循环-250625,"主要结论
　　2020年以来，中股美债成为“最大输家”，背后反映的是中美处于镜像的两个循环：中国缺失资本回报，而美国则牺牲政府信用。中国的制造业新增产能压力终于开始回落，但产能...",牟一凌,,57,2025-06-27,d**d,1,2025-06-29 01:10:59,,
投资策略,源达信息-宏观策略周报：六部门联合印发《关于金融支持提振和扩大消费的指导意见》，助力市场信心回升-250627,"资讯要闻
　　1.6月24日，为推动大力提振消费，中国人民银行等六部门对外发布《关于金融支持提振和扩大消费的指导意见》，推出19条举措，聚焦消费重点领域和环节，强化商品消费和服...",李向梅,,11,2025-06-27,zhe****ke,1,2025-06-29 01:10:59,,
投资策略,粤开证券-粤开市场日报-250627,"今日关注
　　指数涨跌情况：今日A股主要宽基指数涨多跌少。截止收盘，沪指跌0.70%，收报3424.23点；深证成指涨0.34%，收报10378.55点；创业板指涨0.47%，...",孟之绪,,6,2025-06-27,bel****15,1,2025-06-29 01:10:59,,
投资策略,万联证券-2025年6月策略月报：金融加力支持高质量发展-250627,"投资要点：
　　6月A股主要股指普遍上涨：截至6月25日收盘，上证综指收报3,455.97点，较5月末上涨3.24%。分结构看，本月A股主要股指普遍上涨。其中，上证50、沪深3...",宫慧菁,,16,2025-06-27,fana******999,1,2025-06-29 01:10:59,,
投资策略,慧博智能投研-慧博研报炼金之研报头条精华：对当前政策的判断-250627,"国内——对当前政策的判断
　　去年以来，政策的核心逻辑始终围绕平衡短期目标和长期目标展开。
　　从当前内外部环境看，实现短期目标的压力较小。
　　近期，消费、地产、改革、科技等...",慧博智能投研,,19,2025-06-27,慧博,1,2025-06-29 01:10:59,,
投资策略,天风证券-微观流动性跟踪：银行大规模定增-250627,投资要点：六月伊以冲突逐步缓和，美联储已有两位官员表示可能尽快降息，同时中美贸易依然处于谈判阶段，外围风险暂缓。从资金面来看，偏股型公募基金新发份额较上期回暖，存量股票型ETF...,吴开达，林晨,,14,2025-06-27,wmh****88,1,2025-06-29 01:10:59,,
投资策略,开源证券-北交所策略专题报告：北交所新质生产力后备军筛选系列二十，关注英氏控股、新恒泰等-250626,"北交所“后备军”113家，分布在高端装备制造等新质生产力行业中
　　至2025年6月23日，北交所已有113家公司获受理，覆盖高端装备制造、TMT、化工新材料、消费、生物医药等...",诸海滨,,29,2025-06-27,yany******009,1,2025-06-29 01:10:59,,
投资策略,国金证券-国际关系动态报告：国金地缘政治周观察|美军下场后中东局势走向何方-250625,"核心观点
　　地缘动向复盘：6月13日，以色列对伊朗核设施、军队高层、关键基础设施发动突然袭击，新一轮伊以冲突爆发。6月22日，美国总统特朗普宣布，已成功对伊朗的三个核设施发动...",杨佳妮,,10,2025-06-27,pia****ng,1,2025-06-29 01:10:59,,
投资策略,东吴证券-北交所定期报告：国家发改委推动以工代赈和消费品以旧换新，北证指数成交额持续回弹-250626,资本市场新闻：1）国家发改委：以工代赈解决了38万人就业，将继续提高用工规模。国家发改委着力通过以工代赈保障和改善民生就业，同时密切关注新能源消纳能力提升问题，采取一系列相关措...,朱洁羽，易申申，余慧勇,,8,2025-06-26,wdy****07,2,2025-06-29 01:11:00,,
投资策略,国金证券-政策与战略组2025中期策略报告：藏器于身，待时而动，顺势而为-250626,"自由主义国际秩序瓦解，全球产业链加速重构
　　美国特朗普政策成为全球不确定性中的关键变量，自由主义国际秩序进一步瓦解，但新的秩序尚未定型，2025下半年国际形势混乱加剧，国际权...",杨佳妮,,12,2025-06-26,fbx****23,2,2025-06-29 01:11:00,,
投资策略,粤开证券-粤开市场日报-250626,"今日关注
　　指数涨跌情况：今日A股主要宽基指数多数上涨。截止收盘，沪指跌0.22%，收报3448.45点；深证成指跌0.48%，收报10343.48点；创业板指跌0.66%，...",孟之绪,,6,2025-06-26,fe***i,2,2025-06-29 01:11:00,,
投资策略,江海证券-投资策略研究报告：稳定币为代表的虚拟资产有望带来持续投资机会-250626,◆何谓稳定币：美国证券交易委员会（SEC）认为，稳定币是一种旨在相对于参考资产（如美元或其他法定货币、黄金等商品或一篮子资产）保持稳定价值的加密资产。其通常以1:1的比例与参考...,徐圣钧,,4,2025-06-26,ame****25,2,2025-06-29 01:11:00,,
投资策略,慧博智能投研-慧博研报炼金之研报头条精华：稳定币将如何影响全球货币体系？-250626,"国际——稳定币将如何影响全球货币体系？
　　（一）什么是稳定币？——稳定币和其他“货币”的异同
　　自2009年比特币诞生以来，加密货币不断发展壮大，目前已形成支付型加密货币（...",慧博智能投研,,22,2025-06-26,慧博,2,2025-06-29 01:11:00,,
投资策略,天风证券-行业比较周报：券商异动后，军工/科技补涨的胜率&赔率-250626,"核心结论：
　　1）历史复盘看，券商异动+上证突破后，15交易日内科技风格胜率较高（胜率100%），平均收益约9%，盈亏比较券商更划算，券商胜率较低，且收益主要由14年11月的...",吴开达，孙希民,,8,2025-06-26,hr***j,2,2025-06-29 01:11:00,,
投资策略,天风证券-产业赛道与主题投资风向标：陆家嘴论坛聚焦科创与开放，电池和稳定币概念表现强势-250626,市场回顾：指数窄幅震荡，电池及稳定币相关概念表现强势。本周（6.16-6.20），全A小幅下跌0.76%，延续窄幅震荡格局。板块方面，覆铜板领涨，电池稳定币概念表现强势，创新药...,吴开达，肖峰,,74,2025-06-26,kaik******nli,2,2025-06-29 01:11:00,,
投资策略,华安证券-市场点评：再论“向上的契机”-250626,"主要观点
　　市场异动
　　6月25日市场大涨，其中上证指数收涨1.04%，创业板指收涨3.11%。全A成交额1.64万亿，较昨日继续增加0.19万亿，放量13%。行业层面，除...",郑小霞，刘超,,3,2025-06-26,gx***x,2,2025-06-29 01:11:00,,
投资策略,万联证券-2025年中期策略投资报告：固本强基，向新向好-250625,2025上半年A股市场回顾：年初以来同花顺全A走势呈现类“N”字型。上半年以来A股主要宽幅指数涨跌不一。从市场风格看，五大风格指数中，除稳定风格指数外，其余风格指数均上涨。分行...,宫慧菁,,33,2025-06-25,Mich****** Lu,2,2025-06-29 01:11:00,,
投资策略,东吴证券-北交所定期报告：市场监管总局，加快制定各项规范性文件-250625,资本市场新闻：1）市场监管总局：要加快制定《市场监管统计数据质量管理体系》等规范性文件。6月25日，市场监管总局党组书记、局长罗文主持总局党组理论学习中心组2025年第五次集体...,朱洁羽，易申申，余慧勇,,7,2025-06-25,huon******013,2,2025-06-29 01:11:00,,
投资策略,太平洋证券-策略日报：价波同涨，年内新高-250625,"大类资产跟踪
　　债券市场利率债高开低走，股债跷跷板效应延续。股市方面上证指数放量突破颈线压制，且呈均线排列结构，虽然基本面的疲弱仍将支撑债市，但股市若继续走强仍将压制债市表现...",张冬冬，徐梓铭,,13,2025-06-25,XU02******081,2,2025-06-29 01:11:00,,
投资策略,粤开证券-市场日报-250625,"投资要点
　　今日关注
　　指数涨跌情况：今日A股主要宽基指数全数上涨。截止收盘，沪指涨1.04%，收报3455.97点；深证成指涨1.72%，收报10393.72点；创业板指...",孟之绪,,6,2025-06-25,fh***1,2,2025-06-29 01:11:00,,
投资策略,财通证券-全球大类资产策略：AH是大类更优选-250625,"市场表现：地缘冲突下金油领跑（5.16-6.15）
　　全球资产：金油领跑，美元走弱；权益端美股也延续上涨，中欧偏弱；利率走势：美债利率震荡向下，中债利率延续走弱。
　　影响较...",李美岑，张洲驰,,23,2025-06-25,ju***2,2,2025-06-29 01:11:00,,
投资策略,慧博智能投研-慧博研报炼金之研报头条精华：“ 十五五” 前瞻，迈向 2035的关键“ 五年”-250625,"国内——“十五五”前瞻：迈向2035的关键“五年”
　　（一）如何理解历次五年规划？
　　国民经济和社会发展五年规划，是我国国民经济和社会发展的重要中长期计划，为国民经济和社会...",慧博智能投研,,23,2025-06-25,慧博,2,2025-06-29 01:11:00,,
投资策略,国投证券-眼下：确也有点像2019了-250625,面向下半年来看，对于后续市场大致有三类设想：2019年大盘“俯卧撑”但消费+科技交织轮动、2020年经济复苏“小牛市”、2024年市场“二次探底”，我们认为类比2019年接受度...,林荣雄,,15,2025-06-25,joyc******227,2,2025-06-29 01:11:00,,
投资策略,财信证券-房地产市场高频数据周报（06.23~06.29）-250624,"投资要点
　　周度观点：（1）市场表现，房地产市场成交热度环比上行，有所分化，二线城市表现活跃。2025年6月16日至2025年6月22日，30大中城市商品房成交面积环比上行，...",黄红卫,,14,2025-06-25,ggg****yy,2,2025-06-29 01:11:00,,
投资策略,华金证券-事件点评：提振消费政策可能进一步支撑股市-250624,"投资要点
　　事件：2025/6/24，六部门联合印发《关于金融支持提振和扩大消费的指导意见》。
　　供需两端齐发力，强调财政货币政策协同，保民生，加大金融支持力度，优化消费支...",邓利军,,7,2025-06-25,Isab******809,2,2025-06-29 01:11:00,,
投资策略,太平洋证券-策略日报：突破-250624,"大类资产跟踪
　　债券市场：利率债低开低走，股债跷跷板效应明显。今日上证指数放量突破颈线压制，且呈均线排列结构，虽然基本面的疲弱仍将支撑债市，但股市若继续走强仍将压制债市表现，...",张冬冬，徐梓铭,,14,2025-06-24,8888******888,2,2025-06-29 01:11:00,,
投资策略,长城证券-周观点：政策窗口期有望再加码，海外风险有所释放-250624,"经济数据中消费有所超预期，生产端具备韧性：
　　整体来看，5月我国经济运行相对平稳且具有韧性。社会消费品零售总额增速持续向上（同比+6.4%），工业增加值（同比+5.8%）、服...",汪毅，王小琳,,3,2025-06-24,lim****ao,2,2025-06-29 01:11:00,,
投资策略,天风证券-海外与大类周报：中东地缘冲突如何定价？-250624,"伊以冲突触发中东权力格局重构，全球资产反应呈现历史性钝化
　　以色列2025年6月13日对伊朗核设施实施""斩首式打击""，引发伊朗直接军事报复。尽管事件导致原油日内涨幅7.02%...",吴开达,,10,2025-06-24,杨***,2,2025-06-29 01:11:00,,
投资策略,财信证券-经济金融高频数据周报（06.23~06.27）-250623,"投资要点
　　全球经济及通胀：经济活跃度上行，通胀走高。
　　全球经济活跃度有所上行，2025年6月14日至6月20日BDI指数当周日均值为1848.2点，较上周上涨52.00...",叶彬,,22,2025-06-24,h**d,3,2025-06-29 01:11:02,,
投资策略,粤开证券-粤开市场日报-250624,"今日关注
　　指数涨跌情况：今日A股主要宽基指数全数上涨。截止收盘，沪指涨1.15%，收报3420.57点；深证成指涨1.68%，收报10217.63点；创业板指涨2.30%，...",孟之绪,,6,2025-06-24,漂***,3,2025-06-29 01:11:02,,
投资策略,慧博智能投研-慧博研报炼金之研报头条精华：从稳定币应用场景展望人民币国际化的未来-250624,"策略——从稳定币应用场景展望人民币国际化的未来越
　　（一）稳定币的支付场景：稳定币的成交已经超越VISA，小额跨境支付优势明显
　　便捷支付是稳定币一大应用优势。目前稳定币的...",慧博智能投研,,24,2025-06-24,慧博,3,2025-06-29 01:11:02,,
投资策略,东海证券-技术分析行业指数简评：能源金属板块短线技术条件渐次向好，目前仍处相对低位-250624,"投资要点
　　核心观点：能源金属板块上破多个重要压力位，已走出最近两年形成的中期下降趋势，也已运行于长达四年的长期下降趋势线之上。与历史高点相比，指数目前仍处相对低位。指数在近...",王洋,,4,2025-06-24,cy3****09,3,2025-06-29 01:11:02,,
投资策略,天风证券-政策与大类资产配置周观察：美国下场伊以，全球的十字路口-250624,"海内外政策要闻
　　习近平出席第二届中国—中亚峰会。当地时间6月17日下午，第二届中国—中亚峰会在阿斯塔纳独立宫举行。哈萨克斯坦总统托卡耶夫主持会议。峰会一致决定弘扬“中国—中...",吴开达，叶慧超,,24,2025-06-24,tom****ve,3,2025-06-29 01:11:02,,
投资策略,申港证券-策略周报：上周缩量回落-250623,"上周各主要指数具体表现分别为：沪深300指数涨跌幅为-0.45%,上证指数涨跌幅-0.51%，深证成指涨跌幅为-1.16%，创业板涨跌幅为-1.66%，中证500涨跌幅为-1....",徐广福,,7,2025-06-24,baq****23,3,2025-06-29 01:11:02,,
投资策略,开源证券-北交所策略专题报告：新三板2024年报观察，分化格局深化，创新层企业成逆势增长亮点-250623,"近97%新三板公司完成2024年年报披露，受宏观影响业绩整体呈下滑态势
　　截至2025年6月9日，股转系统挂牌股票中已有5873家公司披露2024年年报，194家未披露，其中...",诸海滨,,15,2025-06-23,t**w,3,2025-06-29 01:11:02,,
投资策略,太平洋证券-估值与盈利周观察——6月第3期：金融、红利领涨-250623,市场估值普跌，金融、红利居前。上周宽基指数估值普跌，金融表现最优，消费表现最弱。从PE、PB偏离度的角度看，食品饮料、农林牧渔、公用事业等行业估值较为便宜。向前看，本周市场ER...,张冬冬，吴步升,,17,2025-06-23,bri****yc,3,2025-06-29 01:11:02,,
投资策略,太平洋证券-策略日报：反者道之动-250623,债券市场：利率债整体震荡，盘中先跌后涨。今日股市冲高，债市小幅震荡，考虑到部分股指波动率已创下近两年新低，在利好消息缺乏，基本面疲弱下未来波动率的抬升更可能是向下调整，维持债市...,张冬冬，徐梓铭,,13,2025-06-23,wang******_gz,3,2025-06-29 01:11:02,,
投资策略,东吴证券-北交所定期报告：北证50修复性回弹，成交额缩量下跌-250623,le_Summary]科技自立自强是国家安全之要，变局下科技成竞争关键，需统筹发展安全，筑牢战略基点。2）发改委：持续激发中国民间投资活力，推介项目超3万亿元。为持续激发民间投...,朱洁羽，易申申，余慧勇,,8,2025-06-23,re***2,3,2025-06-29 01:11:02,,
投资策略,太平洋证券-流动性与仓位周观察——6月第3期：资金延续净流出-250623,资金净流出，交投活跃度下降。上周全A成交额6.08万亿，较前一周下降，换手率6.87%，较前一周下降，资金供给端中基金、ETF净流入，两融净流出；资金需求端IPO规模为12.6...,张冬冬，吴步升,,15,2025-06-23,nei****uo,3,2025-06-29 01:11:02,,
投资策略,天风证券-海外与外资周观察：港股能否重拾上涨动力？-250623,截至6月20日，恒指年内上涨17.3%，阿里巴巴、小米、汇丰均贡献超过2%的收益，排名前十的个股累计贡献15.5%，而其余成分股仅贡献1.8%收益，此外恒指成分股高于100日均...,吴开达,,7,2025-06-23,li***d,3,2025-06-29 01:11:02,,
投资策略,慧博智能投研-机构一周策略综述-250623,"1、申万宏源
　　短期A股风险偏好回落，自上而下叙事有所弱化：1.国内经济支撑力处于空窗期：“抢出口”提前走弱，市场预期稳增长再发力要等到9-10月。2.海外扰动增加：美国债务...",慧博智能投研,,4,2025-06-23,慧博,3,2025-06-29 01:11:02,,
投资策略,源达信息-机构调研、股东增持与公司回购策略周报-250623,"机构调研热门公司梳理
　　近30天机构调研数前二十的热门公司有骏鼎达、博实结、四创电子、安培龙和福光股份等。近5天机构调研数前二十的热门公司有福光股份、骏鼎达、步科股份、冰轮环...",褚聪聪,,12,2025-06-23,jifa******y30,3,2025-06-29 01:11:02,,
投资策略,华龙证券-A股投资策略周报告：5月经济稳中有进-250622,"摘要（核心观点）：
　　5月经济稳中有进。(1)5月规模以上工业增加值同比增长5.8%，环比增长0.61%。(2)5月全国服务业生产指数同比增长6.2%，比上月加快0.2%。(...",朱金金,,13,2025-06-23,the****li,3,2025-06-29 01:11:02,,
投资策略,东莞证券-北交所2025年中期投资策略：制度红利延续，结构切换中寻找主线机会-250623,"投资要点：
　　2025年上半年，北交所整体延续活跃态势。截至6月13日，北证50指数年内累计上涨约33%，跑赢A股主要宽基指数。从流动性维度看，2024年Q4以来月均成交额显...",李紫忆,,24,2025-06-23,fyl****er,3,2025-06-29 01:11:02,,
投资策略,粤开证券-粤开市场日报-250623,"今日关注
　　指数涨跌情况：今日A股主要宽基指数多数上涨。截止收盘，沪指涨0.65%，收报3381.58点；深证成指涨0.43%，收报10048.39点；创业板指涨0.39%，...",孟之绪,,6,2025-06-23,chin******586,3,2025-06-29 01:11:02,,
投资策略,慧博智能投研-慧博研报炼金之研报头条精华：聚焦龙头化、国产化、全球化，蓄力新高-250623,"一、策略——聚焦龙头化、国产化、全球化：蓄力新高
　　（一）大势研判：去美元化趋势明确，资金或从美元资产转向非美资产
　　1.去美元化
　　（1）弱美元，特朗普政策方针+美国财...",慧博智能投研,,32,2025-06-23,慧博,3,2025-06-29 01:11:02,,
投资策略,中邮证券-策略观点：短期地缘冲突逆风延续，A股面临压力-250623,"投资要点
　　本周A股受外围地缘政治冲突影响表现不佳。本周主要股指全数下跌，其中高股息大市值个股占比高的上证50微跌0.10%表现最佳，其余权重指数跌幅亦较小，科创50、创业板...",黄子崟,,11,2025-06-23,wen****ao,3,2025-06-29 01:11:02,,
投资策略,宏信证券-一周市场回顾（2025.06.16—2025.06.20）-250623,A股市场：本周A股上证指数下跌0.51%，收于3359.90点，深证成指下跌1.16%，收于10005.03点，创业板指下跌1.66%，收于2009.89点。价值风格类板块代表...,马遥识途,,7,2025-06-23,DJQ****35,3,2025-06-29 01:11:02,,
